date,pe,index_value,earnings,earnings_yoy
2019-03-19,28.27,11532.400390625,407.9377570083127,-0.458332086547919
2019-03-20,28.24,11521.0498046875,407.9691857183959,-0.48019636722094194
2019-03-22,28.08,11456.900390625,408.009273170406,-0.5264560247300043
2019-03-25,27.83,11354.25,407.98598634567014,-0.505470558355825
2019-03-26,28.15,11483.25,407.9307282415631,-0.5404610298997747
2019-03-27,28.05,11445.0498046875,408.02316594251334,-0.48264659233490104
2019-03-28,28.36,11570.0,407.96897038081806,-0.5177640421323515
2019-03-29,29.01,11570.0,398.82799034815577,-2.759931675110383
2019-04-01,29.13,11669.150390625,400.5887535401648,-2.3323657950040433
2019-04-02,29.24,11713.2001953125,400.58824197375174,-2.325500496334565
2019-04-03,29.06,11643.9501953125,400.68651738859256,-0.5326836593653961
2019-04-04,28.95,11598.0,400.6217616580311,-0.5582098685824155
2019-04-05,29.12,11665.9501953125,400.6164215423249,-0.5618217177079998
2019-04-08,28.96,11604.5,400.7078729281768,-0.5327535715680676
2019-04-09,29.13,11671.9501953125,400.6848676729317,-0.5229853614852842
2019-04-10,28.91,11584.2998046875,400.7021724208751,-0.551688207530221
2019-04-11,28.94,11596.7001953125,400.7152797274533,-0.5362443455709687
2019-04-12,29.06,11643.4501953125,400.66931160745014,-0.5360582343765907
2019-04-15,29.18,11690.349609375,400.62884199366005,-0.5576785750661228
2019-04-16,29.42,11787.150390625,400.6509310205642,-0.5693270972468967
2019-04-18,29.33,11752.7998046875,400.70916483762363,-0.5491756477806309
2019-04-22,28.94,11594.4501953125,400.6375326645646,-0.5688813696768547
2019-04-23,28.94,11575.9501953125,399.99827903636833,-0.7053368044934061
2019-04-24,29.27,11726.150390625,400.6201021737274,-0.5398287386537359
2019-04-25,29.06,11641.7998046875,400.6125190876635,-0.5678651210291097
2019-04-26,29.34,11754.650390625,400.63566430214723,-0.5668681491957983
2019-04-30,29.33,11748.150390625,400.55064407176957,-0.5637664132620901
2019-05-02,29.27,11724.75,400.5722582849334,-0.5632038861824173
2019-05-03,29.24,11712.25,400.5557455540356,-0.557086712606969
2019-05-06,28.95,11598.25,400.63039723661484,-0.5571211349837624
2019-05-07,28.73,11497.900390625,400.205373847024,-0.6506384944609866
2019-05-08,28.38,11359.4501953125,400.2625156910677,-0.6630580058885172
2019-05-09,28.24,11301.7998046875,400.20537552009563,-0.6573799985895912
2019-05-10,28.14,11278.900390625,400.8138020833333,-0.4972399131997651
2019-05-13,27.8,11148.2001953125,401.0143955148381,-0.45277475904349496
2019-05-14,27.98,11222.0498046875,401.07397443486417,-0.4593487993550749
2019-05-15,27.82,11157.0,401.0424155283968,-0.46463219432637537
2019-05-16,28.07,11257.099609375,401.03668006323477,-0.4569951700689523
2019-05-17,28.44,11407.150390625,401.09530206135724,-0.4545782511858443
2019-05-20,29.48,11828.25,401.2296472184532,-0.4221538006877634
2019-05-21,29.18,11709.099609375,401.2714053932488,-0.4051457145266779
2019-05-22,29.22,11737.900390625,401.7077477968857,-0.293927570343655
2019-05-23,29.02,11657.0498046875,401.69020691548934,-0.27966625822591906
2019-05-24,29.44,11844.099609375,402.3131660793138,-0.2607821213123862
2019-05-27,29.68,11924.75,401.7772911051213,-0.36464330615822993
2019-05-28,29.69,11928.75,401.7766924890535,-0.36325623643121974
2019-05-29,29.44,11861.099609375,402.89061173148775,-0.11119847783723769
2019-05-30,29.65,11945.900390625,402.8971463954469,-0.09816578350613225
2019-05-31,29.49,11922.7998046875,404.2997560083927,0.034654926142985154
2019-06-03,29.9,12088.5498046875,404.29932457148834,2.9977612303389467
2019-06-04,29.73,12021.650390625,404.3609280398587,2.9032089167182917
2019-06-06,29.29,11843.75,404.3615568453397,2.8966074449447987
2019-06-07,29.36,11870.650390625,404.31370540275884,2.3950787751683578
2019-06-10,29.49,11922.7001953125,404.2963782744151,2.3951374082702426
2019-06-11,29.59,11965.599609375,404.379844858905,2.421841497875743
2019-06-12,29.45,11906.2001953125,404.28523583404075,2.3961000971622903
2019-06-13,29.46,11914.0498046875,404.41445365538016,2.422210515345169
2019-06-14,29.24,11823.2998046875,404.3536184913646,2.399379443063121
2019-06-17,28.87,11672.150390625,404.3003252727745,2.3925319843952186
2019-06-18,28.91,11691.5,404.4102386717399,2.986933796544333
2019-06-19,28.91,11691.4501953125,404.40851592225874,2.9404210292069077
2019-06-20,29.26,11831.75,404.36602870813397,2.5748176727787397
2019-06-21,28.99,11724.099609375,404.4187516169369,2.6009536385277476
2019-06-24,28.93,11699.650390625,404.41238819996545,2.5825797706578113
2019-06-25,29.17,11796.4501953125,404.4035034388927,-0.395527895716008
2019-06-26,29.09,11847.5498046875,407.27225179400136,0.3117684728870529
2019-06-27,29.07,11841.5498046875,407.3460545128139,0.28562401353673383
2019-06-28,28.98,11788.849609375,406.79260211783986,0.09709308151657492
2019-07-01,29.17,11865.599609375,406.7740695706205,0.09743124947410031
2019-07-02,29.28,11910.2998046875,406.77253431309765,0.08256961135295615
2019-07-03,29.3,11916.75,406.7150170648464,-1.731108210356025
2019-07-04,29.37,11946.75,406.7671092951992,-1.9236713172140818
2019-07-05,29.04,11811.150390625,406.7200547735882,-1.7873834017651746
2019-07-08,28.42,11558.599609375,406.7065309421182,-1.685603880597275
